,Course_Name,Course_Description,Lectures_Num,Course_Level,Course_hours,Rate,Number_Rates
784,html cs bootstrap beginner web design course,quickly learn html cs bootstrap basic web development design responsive website phil ebiner,81,Beginner,85,4.5,829
785,modern c concurrency depth,depth discussion modern c concurrency feature including memory model lock free data structure thread pool kasun liyanage,67,Intermediate,55,4.0,557
786,foundation cnc programming using gcode,learn program cnc router cnc milling machine use gcode language marc cronin,26,Beginner,2,4.2,354
787,complete software testing bootcamp,everything need learn software testing tarek roshdy,106,Beginner,75,4.4,492
788,ensemble machine learning python random forest adaboost,ensemble method boosting bagging boostrap statistical machine learning data science python lazy programmer inc,42,All Levels,55,4.6,964
789,express bunch node http detail,mern mean express j whove learned bit awesome node framework want robert bunch,57,Intermediate,125,4.8,523
790,practical deep learning pytorch,accelerate deep learning pytorch covering fundamental deep learning pythonfirst framework deep learning wizard,58,Beginner,65,4.2,1321
791,build website scratch html cs,learn web development essential become web developer scratch complete html cs beginner course brad hussey,77,Beginner,8,4.5,4623
792,complete angular ultimate guide real world app,angular angular angular dashboard rest api jwt authentication live project aspnet core durgasoft harsha vardhan,149,All Levels,185,4.4,689
793,learn visual studio code,everything need know visual studio code popular editor web development james quick,41,Intermediate,4,4.4,601
794,r programming absolute beginner,learn basic writing code r first step become data scientist bogdan anastasiei,119,Beginner,95,4.4,1604
795,create battle royale game using unreal engine blueprint,create battle royale game like fortnite industry standard unreal engine reuben ward,21,Beginner,85,4.3,364
796,wix master course make website wix full hour,easily build wix website start finish business someone else nickie rowley,32,All Levels,4,4.5,569
797,master pivotal cloud foundry spring boot microservices,learn pivotal cloud foundry deploying java spring boot rest api full stack application microservices pivotal pcf inminutes official,58,All Levels,55,4.4,177
798,php beginner,build content management system scratch php mysql tim buchalkas learn programming academy,199,Beginner,14,4.5,752
799,practical test driven development java programmer,truly practical approach fundamental test driven development java featuring junit mockito matt greencroft,38,Beginner,4,4.5,696
800,docker hand java developer,get real world handson experience docker deploy java microservice architecture using docker docker swarm richard chesterwood,78,All Levels,85,4.7,940
801,functional programming beginner javascript,practical guide teach functional programming javascript optimally paced nononsense learn quickly james moore,58,Beginner,55,4.6,800
802,hyperledger fabric network design setup,deep dive design management operation hyperledger fabric blockchain network rajeev sakhuja,136,Intermediate,12,4.5,89
803,javascript interview prep practice problem,ace next javascript coding interview practice question learn important javascript skill concept eric traub,122,All Levels,4,4.6,800
804,complete react j redux course build modern web apps,go beginner react j expert building instagram like web app react react router redux firebase codestars rob percival,70,All Levels,85,4.5,1432
805,complete arkit course build augmented reality apps,become io augmented reality developer building highlevel ar apps using arkit io swift codestars rob percival,93,All Levels,95,4.5,1882
806,java certification ocp z exam simulation,pas oracle certified professionalocp java se programmer ii exam udayan khattry,6,540 questions,540,4.5,183
807,complete react hook course z scratch react,react j hook way latest comprehensive redux react router testing jest build component library hemil patel,57,All Levels,8,4.6,189
808,ultimate devops bootcamp school devops,docker kubernetes ansible jenkins git continuous integration iaac cloud aws vagrant monitoring prometheus gourav shah,164,All Levels,125,4.2,205
809,modern reinforcement learning deep q learning pytorch,turn deep reinforcement learning research paper agent beat classic atari game phil tabor,40,Intermediate,55,4.6,67
810,python game development build total game,build game like mario angry bird flappy bird many python easiest programming language sachin kafle,174,Beginner,335,4.2,385
811,python oop four pillar oop python beginner,python oop simplified learn object oriented programming using python way really understand febin george,25,Beginner,25,4.4,4555
812,c programming beginner,learn c ten easy step window mac o x linux huw collingbourne,76,All Levels,8,4.4,3084
813,oracle weblogic c administrator,learn install deploy manage troubleshooting oracle weblogic enterprise envrionment chris parent,55,Intermediate,105,4.4,1431
814,python tkinter masterclass learn python gui programming,build python tkinter desktop application tim buchalkas learn programming academy,87,Intermediate,135,4.2,295
815,openstack essential,learn openstack install operate iaa cloud ugur oktay,61,All Levels,65,4.4,1768
816,master go golang programmingthe complete go bootcamp,learn golang unique interactive way become professional golang programmer scratchgo zero hero andrei dumitrescu,209,All Levels,145,4.7,42
817,mastering ansible automation step step,start indemand career automation expert learn professional live environment session shikhar verma,95,All Levels,9,4.3,498
818,build saas app flask course,build real world web app python flask docker learn accept payment stripe much nick janetakis,168,All Levels,10,4.3,1301
819,microsoft sql server certification training exam,study pas microsoft exam gain certification mcsa mcse infinite skill,148,All Levels,125,4.5,3121
820,complete step step java tester,az guide learning java whats perfectly right selenium webdriver test automation need let kode,52,All Levels,8,4.3,4948
821,enterprise architect masterclass,learn become enterprise architect masterclass devops togaf organizational design itil agilelean six sigm syed raza,140,All Levels,19,4.1,73
822,software testing masterclass novice expert,learn software testing become qa engineeragile tester mobilebackendwebqa testing jira testrail much ozan ilhan,78,All Levels,55,4.4,458
823,learn html programming scratch,complete html programming course beginner eduonix learning solution,72,All Levels,17,4.3,13494
824,mastering linq c net,learn net secret sauce querying collection database dmitri nesteruk,42,Beginner,35,4.5,840
825,mastering terraform integrating jenkins ansible,learn develop build deploy terraform using ansible jenkins hari kammana,62,All Levels,45,4.3,71
826,g glte g g cellular mobile communication wireless,advanced telecommunication training certification covering g g lte g wcdma umts gsm gprs massive mimo dt telcoma global student,36,All Levels,4,4.2,638
827,selenium webdriver advanced industry standard framework,join course learn build ready use industry standard selenium webdriver automation framework let kode,58,All Levels,75,4.7,32
828,io swift beginner paid professional,learn io swift arkit coreml app design advanced programming much devslopes mark price,428,Beginner,90,4.6,1103
829,resultoriented web developer course bootcamp,become fullstack web developer building major project using html cs javascript nodejs complete vertex academy,292,All Levels,475,4.6,441
830,sdet training selenium webdriver java project code test,complete sdet training course selenium webdriver java framework api automation testing coding interview etc shaans training,77,All Levels,16,4.2,684
831,getting started net core clean architecture,net core clean architecture manish narayan,64,All Levels,4,4.2,317
832,qt core advanced c,followup qt core beginner intermediate user bryan cairn,62,Expert,12,4.6,103
833,end end java project development using spring boot,master everything required create enterprise java application scratch bharath thippireddy,260,Intermediate,135,4.5,795
834,c programming step step complete tutorial beginner,learn complete c programming loop array pointer function parameter string recursion structure file shibaji paul,151,All Levels,17,4.4,1688
835,git smart enjoy git unity sourcetree github,learn version control git sourcetree github scratch using unity game example best practice ben tristem,38,Beginner,4,4.8,506
836,ro beginner,master key ro concept create powerful scalable robot application step step edouard renard,68,Beginner,55,4.5,640
837,web scraping python beautifulsoup request selenium,web scraping crawling python beautiful soup request selenium gotrained academy,72,Intermediate,8,4.3,647
838,complete course manage g suite,course need properly deploy manage g suite organization saleh ramadan,211,All Levels,215,4.3,378
839,applied statistical modeling data analysis r,complete guide statistical data analysis visualization practical application r minerva singh,69,All Levels,95,4.4,819
840,unreal engine class blueprint,learn blueprint create game eng subtitle luccas schmigel,281,All Levels,31,4.7,1062
841,python maya artist friendly programming,learn code python work faster maya dhruv govil,77,All Levels,8,4.5,1023
842,complete c programming course,master c net framework learn code challenge exercise reallife example codestars rob percival,131,Beginner,22,4.4,405
843,full stack web development bootcamp,learn html cs javascript jquery php mysql become talented confident fullstack web developer darragh oneill,255,All Levels,315,4.6,206
844,learn redis scratch,comprehensive guide learn use redis data structure store eduonix learning solution,32,Intermediate,3,4.3,671
845,restful api aspnet core web api create consume,build restful api learn consume aspnet core right way real world application bhrugen patel,75,Intermediate,45,4.6,66
846,selenium webdriver docker,beginner expert run test inside docker container parallel aws create disposable infrastructure vinoth selvaraj,180,All Levels,16,4.5,359
847,qt core beginner c,learn foundation c qt programming bryan cairn,72,Beginner,85,4.5,563
848,java design pattern complete masterclass,master java design pattern write robust extensible software paulo dichone android java flutter developer teacher,99,Intermediate,10,4.3,322
849,asynchronous javascript deep dive,master asynchronous javascript pattern indepth training callback promise async await generator steven hancock,64,All Levels,6,4.6,35
850,learning visual basic net guide vbnet programming,want learn program vbnet beginner guide programming visual basicnet show infinite skill,85,All Levels,7,4.3,874
851,sap hana installation operation administration,learn setup sap hana environment scratch operate administer manage distributed landscape junaid ahmed,61,Intermediate,65,4.0,821
852,complete guide aspnet core mvc v,build real world application using aspnet core using ef core payment repository pattern aspnet core identity bhrugen patel,355,Beginner,23,4.5,680
853,rust programming recipe,take apps next level rust packt publishing,47,Intermediate,65,4.5,25
854,sql course beginner learn sql using mysql database,learn sql scratch using mysql database complete sql course beginner ashutosh pawar,76,All Levels,5,4.4,1251
855,elementor build amazing wordpress page elementor,master use elementor plugin build amazing page implement great design wordpress website alexander oni,46,All Levels,45,4.5,335
856,testing ruby rspec complete guide,master art test driven development tdd ruby using rspec gem previous testing experience needed boris paskhaver,59,Beginner,75,4.5,332
857,sql server reporting service part ssrs,learn create simple complex report business decision making need raphael asghar,32,Beginner,6,4.4,1061
858,learn web scraping nodejs crash course,learn great web scraping nodejs tool like puppeteer google request cheerio nightmarejs grohs fabian,50,Beginner,7,4.6,276
859,react hook,learn future creating react apps today reed barger,40,All Levels,3,4.5,738
860,build creative website using html cs jquery bootstrap,learn html cs jquery bootstrap build huge creative responsive website modern trend scratch irfan dayan,165,All Levels,28,4.4,642
861,arduino programming beginner,learn arduino programming stepbystep become confident write arduino program rock edouard renard,78,Beginner,7,4.4,331
862,mvvm design pattern using swift io,learn art building modern io application mohammad azam,79,All Levels,8,4.3,801
863,make google search engine clone javascript php mysql,learn javascript php mysql building search engine scratch complete walkthrough reece kenney,61,All Levels,6,4.8,289
864,woocommerce theme development advanced course,learn customize woocommerce template create demo version submit theme official wordpress repository bracket,96,Intermediate,14,4.7,88
865,learn mongodb leading nosql database scratch,learn concept need know building mongodb based application sunil kumar gupta,158,All Levels,17,4.1,890
866,beginning modern c cc,comprehensive c tutorial c feature umar lone,161,Beginner,135,4.2,1354
867,unit testing embedded software catalyst,dr surlys school mad scientist introduction test driven development embedded system software c mark vandervoord,29,All Levels,3,4.6,204
868,introduction machine learning data science,primer machine learning data science revealed everyday people backyard data scientist david valentine,60,Beginner,55,4.3,2371
869,stored procedure unpacked learn code tsql stored procs,learn develop code implement stored procedure transaction cursor sql server database using tsql kris wenzel,38,All Levels,35,4.3,332
870,learn devops continuously deliver better software,excel delivering deploying software using git vagrant chef ansible jenkins docker kubernetes edward viaene,74,All Levels,45,4.3,2659
871,make youtube clone scratch javascript php mysql,learn javascript php mysql making ultimate youtube clone website completely scratch reece kenney,194,All Levels,185,4.8,319
872,apache flink real time handson course flink,z indepth handson practical course technology better spark stream processing ie apache flink j garg hadoop real time learning,55,All Levels,6,4.3,368
873,nestjs practice mongodb,like angular backend build modern rest backend typescript familiar angular api angular university,45,All Levels,45,4.5,53
874,gatsby j build static site react wordpress graphql,generate superfast site wordpress backend gatsbyjs futureproof framework us react j graphql tom phillips,42,All Levels,4,4.5,269
875,java masterclass beginner expert guide,java building java fx springboot vaadin java application includes advanced java concept paulo dichone android java flutter developer teacher,199,All Levels,305,4.4,740
876,build slack chat app react redux firebase,create complete fullstack chat application front back react redux firebase semantic ui react reed barger,66,Intermediate,6,4.5,454
877,mastering amazon redshift development administration,professional amazon redshift training develop petabyte size massively parallel processing data warehouse aws cloud siddharth mehta,89,All Levels,125,4.2,571
878,level management unity,build scalable reusable menu system save data unity wilmer lin,51,Beginner,8,4.8,298
879,qt quick qml beginner fundamental,build cross platform fluid dynamic uis run window mac linux androidios embedded daniel gakwaya,97,Beginner,145,4.6,462
880,mern stack react node scratch building social network,master mern stack scratch building awesome social network cover entire frontbackend database deployment ryan dhungel,234,All Levels,215,4.5,446
881,automated software testing puppeteer,updated learn great alternative cypress selenium testing using google puppeteer headless chrome cucumber jest kaniel outis,121,All Levels,10,4.2,190
882,oracle c sql tuning ultimate guide,one top professional know tune oracle sql course cover course topic ahmed baraka,85,Intermediate,20,4.6,91
883,getting started cloud computing level,start journey cloud computing revolution idan gabrieli,39,Beginner,25,4.2,598
884,android jetpack architecture component mvvm masterclass,android jetpack mvvm room databinding viewmodel livedata pagingnavigation dagger retrofit one course anushka madusanka,170,All Levels,155,4.5,371
885,display analyze gi data web leaflet,client side mapping application open source javascript library leafletjs turfjs michael miller,71,Intermediate,135,4.6,354
886,webpack complete developer guide,master webpack deploy web apps supported babel code splitting e module stephen grider,56,All Levels,55,4.6,4559
887,program voxel world like minecraft c unity,comprehensive guide blocky mesh building procedurallygenerated world like found minecraft penny de byl,48,Intermediate,65,4.7,1049
888,learn glsl shaders scratch,bring webgl alive custom shaders nicholas lever,40,All Levels,35,4.5,47
889,mastering sql server integration servicesssispart,learn interact hadoophdinsightssasazureoraclepowerquery ssis step step kameswara uppuluri,66,All Levels,85,4.7,14
890,master microsoft flow expression hour,know microsoft flow time work expression alireza aliabadi,27,Intermediate,3,4.6,104
891,machine learning data science handson python r,machine learning statistic python ai tensorflow aws deep learning r programming nlp bayesian bi much edu cba,522,All Levels,725,3.6,1102
892,unit integration functional testing golang go,everything youll need completely test go application federico león,11,Intermediate,55,4.3,56
893,java swing gui programming beginner expert,learn create desktop internet gui java program take java programming next level john purcell,93,All Levels,14,4.4,1684
894,create website html tutorial cs tutorial,learn make website university professor computer science year teaching experience todd mcleod,330,All Levels,325,4.7,964
895,oracle goldengate c,oracle goldengate ashish agarwal,21,All Levels,195,4.5,617
896,elegant browser automation python selenium,fast scalable professionalgrade ui automation principle brandon blair,16,Beginner,65,4.5,482
897,handson auto devops gitlab ci,jumpstart application development automated continuous integration deployment packt publishing,27,Beginner,35,4.0,92
898,project machine learning beginner professional,complete guide master machine learning concept create real world ml solution eduonix learning solution,66,All Levels,155,4.3,416
899,c programming step step beginner advance level,start c basic master file io object oriented programming oop stl functors lambda c shibaji paul,190,All Levels,275,4.6,553
900,android architecture masterclass,learn best practice clean design architecture android application vasiliy zukanov,73,Intermediate,6,4.7,486
901,devops jenkins pipeline code need know z,accelerate learning easy understand example real time demonstration jenkins pipeline script accelerated skillup,101,All Levels,75,4.0,206
902,sql server performance tuning part,resolving sql server performance tuning issue raphael asghar,41,Beginner,75,4.2,242
903,qc math prerequisite quantum computing,review basic math prerequisite quantum computing quantum physic kumaresan ramanathan,113,Beginner,4,4.4,133
904,wordpress intermediate skill,use wordpress course take beyond basic teach skill essential wordpress user andrew williams,86,Intermediate,85,4.7,101
905,qt c gui development intermediate,learn intermediate qt c gui event painting model view architecture graphic view framework deployment daniel gakwaya,149,Intermediate,40,4.6,58
906,microsoft project m project comp pdus,microsoft project learn project management using m project creation management real project plan pdus pmp sabri c,70,All Levels,85,4.4,718
907,advanced selenium webdriver java testng,realworld example advanced selenium webdriver test automation framework java testng selenium tutorial dmitry shyshkin,51,Intermediate,45,4.3,194
908,running mobile app dev business complete guide,learn start grow mobile app development business get running le week evan kimbrell,89,All Levels,17,4.5,967
909,spring mvc beginner build java web app step,learn spring mvc framework handson step step approach building todo management application inminutes official,51,Beginner,65,4.4,2528
910,python machine learning algorithmic trading masterclass,interested people successfully trade invest learn break dominate world finance john bura,128,All Levels,205,4.3,75
911,angular hand java developer,expand java skill become fullstack developer angular web framework matt greencroft,209,Intermediate,185,4.5,61
912,django full stack website python web development,build stunning website learn back front end web development deploy site html cs bootstrap nick walter,77,Beginner,85,4.8,22
913,hand natural language processing nlp using python,learn natural language processing nlp text mining creating text classifier article summarizer many next edge coding,93,All Levels,105,4.3,803
914,get job video game industry,create winning resume cover letter portfolio linkedin profile job application dominate interview networking rick davidson,49,All Levels,65,4.8,1048
915,master flutter learn dart flutter developing apps,learn google flutter dart developing real life enterprise apps including ui app dashboard api lutfor rahman,172,All Levels,10,4.6,54
916,design pattern javascript,discover modern implementation design pattern javascript dmitri nesteruk,103,Intermediate,10,4.4,172
917,swiftui learn build beautiful robust apps,create stunning user interface across apple platform swift nick walter,42,All Levels,45,4.7,377
918,complete practical sa statistic data analysis course,complete guide use case study job seeker beginner start career sa statistic data science shenggang li,171,All Levels,165,4.2,1413
919,arduino megacourse learn arduino building project,arduino ide programming developing apps arduino level working project dev nirwal,223,All Levels,19,4.0,109
920,oracle database c backup recovery using rman,master using rman performing backup recovery activity oracle database course cover topic ahmed baraka,73,All Levels,20,4.7,144
921,learn php symfony handson creating real world application,learn php symfony framework write full real world application deploy digitalocean piotr jura,114,All Levels,135,4.1,849
922,end end automation testing cypress,next generation nonselenium based automation testing tool karthik kk,60,All Levels,8,4.2,379
923,understanding confluence user manager admins,everything need know get started atlassians powerful documentation wiki tool dan lefebvre,45,All Levels,45,4.4,839
924,learn sql securitypen testing scratch,step step tutorial learn sql web security testing real time example rahul shetty,117,All Levels,135,4.4,845
925,grpc c master class build modern api microservices,better rest api build fast scalable http api net micro service grpc protocol buffer protobuf stephane maarek aws certified solution architect developer,69,Intermediate,45,4.7,28
926,learn perl,learn perl actually creating useful working perl program everything web scraping fixing data john purcell,67,Intermediate,14,4.3,1408
927,ultimate wordpress plugin course,learn plan code publish wordpress plugins stepbystep course expert developer code college,52,All Levels,95,3.9,957
928,kubernetes mastery aws,deploy kubernetes cluster aws reliably rollout rollback scale secure expose autoscale dockerized apps naveen joy,93,Beginner,11,4.3,199
929,blue prism foundation course,learn blue prism rpa hand experience arun nair,44,Beginner,6,4.5,970
930,apache tomcat server beginner advanced,tomcat server essential java web developer architect admins learn tomcat bestpractices quick easy way cryptocloud training,25,All Levels,35,4.1,833
931,azure sql database data lake data factory hdinsight,azure sql database data lake data factory hadoop basic hdinsight concept hive usql eshant garg,76,Beginner,55,4.1,123
932,python beginner example,get started python quickly build two complete apps learn use python real linux server environment ardit sulce,83,Beginner,45,4.3,8321
933,python programming made easy concise python course,learn python highlyrated course complete python beginner inspired learn python love python cher hin chong,20,Beginner,2,4.9,623
934,machine learning classification bootcamp python,build practical project advance skill machine learning using python scikit learn dr ryan ahmed phd mba,81,Intermediate,115,4.5,363
935,automated software testing cypress,updated learn cypress scratch test framework visual regression testing cucumber bdd extension much kaniel outis,110,All Levels,8,4.4,227
936,automation ansible playbook,ansible automate local cloud configuration management task playbook narendra p,69,Beginner,175,4.6,77
937,complete labview master class beginner advanced,course first requirement labview hardware connection sensor taught first milad ahmadi,62,All Levels,7,4.1,430
938,agile scrum training scrum masteragile project management,complete agile scrum training course scrum master certification agile project management agile scrum psm umer waqarpmp,37,All Levels,25,4.4,148
939,sap hana sql scripting step,learn basic building block sap hana database skill using sql sql scripting time hana th,64,All Levels,115,4.3,128
940,react j beginning w redux react router,learn react v beginning including react router redux create react app multiple project robert bunch,121,Beginner,16,4.7,167
941,spring framework devops aws,deploy spring boot application cloud aws john thompson,81,Intermediate,7,4.4,573
942,akka http scala rock jvm,musthave scala akka developer write reactive microservices rest apis akka http scala daniel ciocîrlan,28,Expert,10,4.6,156
943,algorithm data structure c complete tutorial,learn data structure algorithm c z pas coding interview learn unit testing tdd addition engineer spock,137,All Levels,155,4.3,196
944,write php like pro build php mvc framework scratch,learn write faster easier maintain secure php website using modelviewcontroller framework dave hollingworth,66,All Levels,3,4.6,1587
945,learn object oriented php building complete website,quick easy guide master oops php eduonix learning solution,33,All Levels,45,4.2,7241
946,freelance newbie become freelance web developer,beginner guide finding client making money building web development empire freelance web developer realtough candy,90,All Levels,35,4.7,91
947,learn code making platformer unity,game development made easy learn c using unity create platformer james doyle,84,Beginner,13,4.7,2309
948,complete nuxtjs vuejs course self promo app,complete developer guide covering vuejs nuxtjs basic advance concept get hand real project eincode filip jerga,248,All Levels,415,4.6,71
949,react j angular vue j quickstart comparison,angular angular react vue get crash course detailed comparison maximilian schwarzmüller,144,Beginner,8,4.6,1885
950,deploy run apps docker kubernetes helm rancher,build deploy run apps docker kubernetes use helm package apps manage multiple cluster rancher martin bergljung,220,All Levels,24,4.7,33
951,mastering rxswift io,reactive programming using swift programming language mohammad azam,97,All Levels,7,4.2,366
952,beat codility coding interview java,learn practice solve many coding puzzle codility using java james cutajar,63,All Levels,45,4.4,175
953,qt core intermediate c,continues beginner course left bryan cairn,57,Intermediate,10,4.4,161
954,unity example mini project unity,learn unity game development build mini project using unity c learn unity project based course raja biswas,97,Beginner,205,4.1,108
955,complete io swift developer course build apps,use xcode swift make real io apps like uber instagram coreml arkit includes aws credit rob percival,250,All Levels,365,4.5,3997
956,using typescript react,learn use typescript build react project including nextjs apollo graphql dmytro danylov,102,Intermediate,13,4.0,132
957,azure devops repos git visual studio developer,step step easy way developer get started azure repos git visual studio patrick video,21,Beginner,15,4.4,129
958,drone programming python face recognition tracking,operating drone network programming face recognition using opencv automatic tracking implementing web camera 酒井 潤 さかい じゅん,45,All Levels,5,4.3,31
959,ibm datastage administrator developer,zero hero ibm datastage datastage vm anshul roy,40,All Levels,19,4.2,79
960,complete mainframe professional course tsoispf,first step learning mainframe course cover tso ispf jcl vsam cobol cics abhishek rathi,184,All Levels,16,4.3,787
961,complete react native course nd edition,take coding next level react native coding revolution,315,Beginner,57,4.5,704
962,learning path haskell functional programming haskell,gain expertise programming haskell advanced purely functional programming language packt publishing,73,Intermediate,13,4.1,352
963,aspnet mvc ultimate guide indepth sample project,aspnet mvc aspnet core mvc repository pattern web api aspnet identity entity framework harsha vardhan,204,All Levels,185,4.4,680
964,fusion tutorial cnc machinist,cad cam training cnc machinist using fusion marc cronin,18,Beginner,25,4.4,120
965,ultimate oracle sql course,practical complete handson oracle sql training help become oracle sql genius updated oracle c carlos standout dev academy,117,All Levels,13,4.4,727
966,learn manual software testing live project jira tool,manual testing course live project agile jira tool pavan kumar,11,All Levels,125,4.3,174
967,arcpy python developer using arcgis pro,gi hot take python skill new level greatly increase career option tim buchalkas learn programming academy,78,All Levels,115,4.2,272
968,mastering ansible,exploit power ansible expedite scalable orchestration devops automation packt publishing,35,Intermediate,115,4.4,861
969,react j firebase complete course incl chat application,create real world react j application connected firestore firebase redux authentication real time feature eincode filip jerga,119,All Levels,245,4.2,16
970,apache airflow realtime handson course airflow,learn z apache airflow basic advance level build deploy workflow data pipeline using airflow z mentor,62,All Levels,6,4.6,70
971,net core microservices,build distributed system using microservices architecture packt publishing,34,Intermediate,4,3.8,816
972,master unity building fully featured game scratch,learn plan design create publish game platform using unity game engine awesome tuts,253,All Levels,355,4.3,3808
973,create first rpg fps multiplayer game unity,learn code c create role playing first person shooter multiplayer game unityd awesome tuts,104,Beginner,31,4.4,1145
974,create elearning course articulate storyline,course cover everything az within articulate storyline jeff batt,71,Beginner,55,4.3,249
975,software engineer interview unleashed,learn make ready software engineer interview former google interviewer jeff bae,41,All Levels,7,4.1,1013
976,complete jira agile project management course,learn quickly manage scrum kanban agile project using jira software cloud danny liu,39,Beginner,15,4.2,337
977,etap electrical engineer,design simulate analyze power system etap muwaffaq usman,52,All Levels,8,4.1,419
978,learn c programming making game,introductory guide understanding program serge lansiquot,155,Beginner,255,4.2,201
979,complete vue j developer course inc vue j,build real web apps vuex router node master vue j vue j filip jerga,279,All Levels,44,4.5,133
980,ultimate google certified professional cloud architect,oct new course access practice question exam detail case study student passed google cloud platform guru,257,All Levels,21,3.9,191
981,selenium webdriver java basic advance architect,lecture hr indepth training selenium webdriver adv framework designing live project rahul arora,349,All Levels,110,4.3,1241
982,career data science az,become top level data scientist learn expect prepared stand kirill eremenko,52,Beginner,35,4.5,1440
983,stepbystep create web api using aspnet core,build database driven crud api c asp net core mvc entity framework core project based learning pavol almasi,126,All Levels,95,4.5,232
984,ethereum blockchain developer create solidity dapps,build ethereum dapps solidity webjs truffle metamask remix become professional blockchaindeveloper ravinder deol,127,All Levels,135,4.5,2071
985,angular core deep dive free ebook,updated angular learn angular core depth beginner advanced angular university,76,All Levels,9,4.5,421
986,yocto embedded linux,raspberry pi sergio torres soldado,57,Intermediate,4,3.4,130
987,data integration etl talend open studio,talend basic advanced technics andrejs zaharovs,52,All Levels,85,4.1,222
988,teradata sql az handson sql training,learn teradata sql build career field data warehousing business intelligence data analysis saad qureshi,58,Beginner,65,4.3,180
989,mta software development fundamental c exam prep,prepared microsoft mta software development fundamental exam stop qa sonia cross,6,203 questions,203,4.4,153
990,android dependency injection dagger,master dagger android dependency injection framework start writing clean android application vasiliy zukanov,43,Intermediate,25,4.6,754
991,xamarin android learn build native android apps c,become xamarin pro android developer c includes quiz app social app map app firebase build real world apps ufinix academy,198,All Levels,25,4.7,95
992,learn api webservices testing,postman soapuireadyapi restassured java testng bdd real time application apis pavan kumar,46,All Levels,44,4.4,239
993,z learn oracle sql prepare certified associate,learn select statement ddl dml function using oracle sql oracle database g c phillip burton,213,Beginner,195,4.6,98
994,complete guide salesforce integration,complete guide one stop sol learn salesforce integration live coding cover many real time scenario debasis jena,47,All Levels,125,4.5,36
995,mern stack web development ultimate authentication,build ultimate authentication boilerplate project mern stack scratch digital ocean cloud server ryan dhungel,87,All Levels,10,4.7,38
996,getting started apple motion,new using latest version motion apple start training pro certified instructor samuel rickards,13,Beginner,35,4.6,264
997,rust building reusable code rust scratch,use generic trait macro write clean reusable rust library easy understand maintain packt publishing,68,Intermediate,65,4.4,140
998,oracle c data guard administration,comprehensive course concentration practical side oracle data guard administration ahmed baraka,43,Intermediate,11,4.6,399
999,solidworks complete course learn modeling solidworks,solidworks modeling ultimate guide modeling solidworks modeling technique solidworks modeling sattha solidworks modeling,96,Beginner,6,4.3,342
1000,solid principle objectoriented design architecture,master solid principle embrace clean maintainable software architecture vasiliy zukanov,33,Beginner,25,4.5,497
1001,learn api technical writing rest writer,api documentation teach technical writer document rest programming experience required peter gruenbaum,21,Intermediate,15,4.5,1140
1002,learn spring boot rapid spring application development,spring boot give power spring framework without complexity start writing apps today dan vega,90,All Levels,11,4.1,3791
1003,powershell beginner sheller scripter,learn use shell script david fitzpatrick,69,Beginner,75,4.3,186
1004,fullstack vue graphql ultimate guide,build complete pinterestinspired fullstack app scratch vue graphql apollo vuex vuetify reed barger,82,All Levels,10,4.2,384
1005,zoho crm training program small business owner,designed zoho crm zoho one user lior izik,34,Intermediate,65,5.0,19
1006,sql server reporting service part ssrs,sql server reporting service part ssrs deployment security report builder mobile report publisher raphael asghar,35,Beginner,65,4.5,330
1007,mastering regular expression javascript,full opportunity learn order unlock power regular expression regex javascript steven hancock,56,Intermediate,55,4.7,199
1008,aws cloudformation simplified hand yaml,awesome journey aws cloudformation continuous integration continuous delivery infrastructure code stack simplify,169,All Levels,19,4.5,219
1009,data structure algorithm analysis job interview,write code run faster use le memory prepare software engineer interview real interview question hussein al rubaye,96,Beginner,145,4.0,2169
1010,get devops masterclass,learn continuous integration continuous delivery devops tool like docker ansible terraform jenkins aws chef miiro juuso,38,All Levels,35,4.3,686
1011,data visualization interactive dashboard power bi,create stunning dashboard microsoft power bi analyze business data gain accurate insight packt publishing,63,Beginner,65,4.1,59
1012,data processing python,learn use python panda cleaning reorganizing huge amount data ardit sulce,50,All Levels,4,4.2,1180
1013,make responsive portfolio website javascript html,use javascript html create ultimate responsive portfolio website scratch reece kenney,52,Beginner,4,4.6,805
1014,fullstack react python graphql,develop impressive rich fullstack apps latest greatest feature python react graphql reed barger,65,All Levels,65,4.3,212
1015,beat codility coding interview python,learn practice solve many coding puzzle codility using python james cutajar,63,All Levels,45,4.5,123
1016,java design pattern,master popular core java ee design pattern easy step bharath thippireddy,126,All Levels,55,4.4,300
1017,getting started webassembly emscripten,complete guide learning webassembly javascript api emscripten toolset ray viljoen,23,All Levels,25,4.5,235
1018,microservices spring cloud,deepdive microservice architectural style implement spring technology ken krueger,30,Intermediate,45,4.5,5151
1019,complete guide building premium wordpress theme,create premium wordpress theme scratch learn wordpress theme development get approved themeforest ali alaa,125,Intermediate,18,4.6,297
1020,digital signal processing dsp ground python,practical dsp python example fftfilter design iirfir window filtersconvolutionlinear system etc israel gbati,151,All Levels,125,4.1,264
1021,unity networking scratch unity unity,introduction unity unet api penny de byl,43,Intermediate,65,4.5,877
1022,software testing qa learn basic testing live example,software testing testing performance testing software engineering software quality quality assurance manual test syam mohan,13,All Levels,2,4.6,928
1023,ultimate flask course,learn fundamental flask framework various extension anthony herbert,340,Beginner,27,4.5,154
1024,dependency injection c net autofac library,indepth course dependency injection inversion control dmitri nesteruk,57,All Levels,55,4.6,640
